0 0.00734615077009284
1 0.00734615040470302
2 0.386134348960264
3 0.0013319691684642
4 0.386134348960264
5 0.00126323099308834
6 0.00734615040471189
7 0.00734615040470302
8 0.00734615040470302
9 0.00734615040470302
10 0.00734615040470302
11 0.00734615040470302
12 0.00734615040470302
13 0.00126322749027358
14 0.00734615040470302
15 0.00734615040470302
16 0.386134348960264
17 0.00126322749027358
18 0.00734615040470302
19 0.00734615040470302
20 0.00126322749349697
21 0.00126322749027358
22 0.00735569592193577
23 0.00126322749027358
24 0.00734615040470302
25 0.00126322749027358
26 0.00734615040470302
27 0.00126322749027358
28 0.00734615040470302
29 0.00734615040470302
30 0.00734615040470302
31 0.00734615040470302
32 0.00126322749027358
33 0.00734615040470302
34 0.00734615040470302
35 0.00126322749027358
36 0.00734615040470302
37 0.00734615040470302
38 0.00126322749027358
39 0.00734615040470302
40 0.00734615040470302
41 0.386134348960264
42 0.00126322749027358
43 0.00734615040470302
44 0.00734615040470302
45 0.00126322749027358
46 0.00126322749027358
47 0.00734615040470302
48 0.499932270949906
49 0.00126322749027358
50 0.00734615040470302
51 0.00734615040470302
52 0.00734615040470302
53 0.00734615040470302
54 0.00734615040470302
55 0.00126322749027358
56 0.00734615040470302
57 0.00734615040470302
58 0.00734615040470302
